games_played,games_won,games_lost,time_played,winrate,kda,total_eliminations,total_assists,total_deaths,total_damage,total_healing,average_eliminations,average_assists,average_deaths,average_damage,average_healing
2372,1188,1184,1167116,50.08,2.8,34542,3332,13544,15049934,4557563,17.76,1.71,6.96,7736.99,2342.99
